X,Y,f_L_train
0.6,0.76,0.582013909923476
0.2,0.84,0.7427609098460694
0.32,0.16,1.0452776696052748
0.26,0.72,0.7974269292903637
0.7000000000000001,0.4,0.7800559829280314
0.64,0.72,0.25241068349203544
0.28,0.88,0.7039427228176406
0.8,0.62,0.9157320283633585
0.56,0.3,1.0429621237738944
0.86,0.16,0.5398994903663711
0.38,0.36,0.8652656248669821
0.8,0.92,-0.02469309018991367
0.62,0.12,0.6381389121886702
0.26,0.26,1.3052040877712434
0.4,0.64,0.5641205738595848
0.88,0.18,0.48616378755113565
0.88,0.34,0.7177391396937489
0.74,0.02,0.7365734792480886
0.9,0.08,0.8276527611956584
0.24,0.3,1.143491654860808
0.98,0.68,0.7514479098990465
0.62,0.26,0.8691863693506554
0.4,0.48,1.0262571722041447
0.6,0.14,0.8245949260028596
1.0,0.56,0.2255987846044681
0.68,0.02,0.6481666282244332
0.18,0.7000000000000001,0.7167480879975273
0.98,0.9,0.20532370411843442
0.04,1.0,0.530638314911048
0.36,0.78,0.32276783498616995
0.0,0.56,0.918586712952699
0.9,0.64,0.4515933553466765
0.4,0.66,0.4687393109553574
0.46,0.92,0.18146598465802163
0.72,0.28,0.9027472070119217
0.74,0.32,1.250903147805638
0.54,0.34,1.132595019808671
0.42,0.24,1.3458407212384094
0.4,0.64,1.157822478601974
0.76,0.54,0.8066477229307785
0.04,0.8,0.2160867521046489
0.5,0.54,1.0969039065534625
0.5,0.52,0.8905727883047792
0.06,0.88,0.9390017883878448
0.02,0.2,0.7540698205267979
0.72,0.96,0.12381327312406804
0.38,0.52,0.8942775209430098
0.7000000000000001,0.52,0.3199092516555606
0.44,0.8200000000000001,0.22036067457246666
0.1,0.92,-0.05267881680242226
0.08,0.98,0.5592079989361805
0.96,0.88,0.22621052201629577
0.78,0.06,1.127736681882534
0.48,0.32,0.9069701247929487
0.0,0.46,1.0135203782614675
0.62,0.64,0.6225471980368875
0.76,0.72,0.3643613827662822
0.3,0.72,0.702135532321213
0.32,0.26,0.6583772965659237
0.84,0.26,0.8110014131595551
0.92,0.52,0.5405588481610678
0.24,0.92,0.5445937760644067
0.38,0.9,0.4612222873955828
1.0,0.78,0.18088194942987354
0.26,0.22,0.9586411035329365
0.64,0.56,0.7883407499329758
0.88,0.2,0.2363987605159955
0.02,0.06,1.0821067455242335
0.36,0.58,0.7368268153238483
0.02,0.84,0.4132325518507999
0.12,0.18,0.7790451363972686
0.68,0.92,0.19126266720480772
0.1,0.88,0.4262848304648827
0.26,0.02,1.0771341499022815
0.44,1.0,0.107466394922579
0.98,0.44,0.7292570304171883
0.48,0.46,0.9443693175167239
0.42,0.18,1.0022149626995613
0.96,0.8,0.20758007902306344
0.14,0.44,0.8269241516409747
0.02,0.74,0.5421029621224024
0.12,0.1,0.737162172803558
0.74,0.52,0.8720977410134171
0.8200000000000001,0.88,-0.1315576181472396
0.8200000000000001,0.68,0.12400638288216315
0.9,0.8,0.41042826331362703
0.96,0.66,0.5871919615072938
0.98,0.32,0.5981404787160549
0.12,0.66,0.9008348244417355
0.76,0.8200000000000001,0.67322812533742
0.28,0.48,0.9934580572335284
0.58,0.06,1.0127776015182361
0.74,0.26,0.9347501183126516
0.2,0.24,1.1507398852876667
0.7000000000000001,0.28,1.0918194541398785
0.1,0.02,0.2815530279783972
0.3,0.4,1.2109996871737267
0.42,0.7000000000000001,0.6654788599963235
0.0,0.46,0.6044352398654382
0.84,0.08,0.9908454854975512
0.76,0.64,0.5582690017409742
0.14,0.92,0.1576753978935556
0.56,0.62,0.817278244782227
0.72,0.1,0.8563279611157705
0.78,0.46,1.2258604870642573
0.4,0.0,0.9123819314017062
0.8200000000000001,0.42,0.6526606253794267
0.42,0.1,0.6894223231066645
0.12,0.8,0.44790773197599093
0.06,0.88,0.5682173555349338
0.04,0.2,0.7938640373851823
1.0,0.16,0.6204104495485675
1.0,0.88,0.18117238282802683
0.02,0.68,0.49428092382340927
1.0,0.86,0.18056816975702195
0.8,0.02,0.7105972422729732
0.78,0.1,0.7207289555772904
0.58,0.06,0.7544922215712686
0.46,0.16,0.9850049187370694
0.02,0.08,0.8670893872136741
0.56,0.2,1.1957045115645362
0.88,0.74,0.2533882462372635
0.44,0.02,0.8761906666622502
0.88,0.02,1.0066899806362801
0.98,0.78,-0.2058257175946346
0.92,0.8,0.4509146110761073
0.44,0.08,1.06508850996841
0.54,0.86,0.4190455285818185
0.62,0.38,1.1492162572083229
0.16,0.76,0.6061678776858093
0.78,0.38,0.6208731440583661
0.32,0.32,1.0084019818858903
0.6,0.34,1.1178609708720408
0.18,0.66,0.7749820922639947
0.86,0.06,0.8917965837253404
0.66,1.0,0.23563902671681683
0.74,0.48,0.44803726613871103
0.3,0.2,0.8692493702099326
0.6,0.44,0.404610317634158
0.36,0.02,0.6434162567922301
0.8,0.12,0.859090667328233
0.08,0.02,0.6903080375963286
0.0,0.32,0.9700010494044854
0.42,0.62,1.0092259139239728
0.0,0.48,0.26781909034589046
0.92,0.68,0.3933114943791939
0.62,0.32,0.8027212346202623
0.18,0.96,0.4924638390799606
0.88,0.9400000000000001,0.001839092521027652
0.66,0.12,1.4664230394235793
0.98,0.06,0.2203088350681608
0.48,0.96,0.9100488014210117
0.26,0.36,0.7592939705707434
0.6,0.2,1.0899622121164658
0.16,0.48,0.9782292635426344
0.7000000000000001,0.5,0.5209488234633287
0.8200000000000001,0.26,0.8371364148656278
0.92,0.22,0.374506283182597
0.02,0.24,0.8815985426454779
0.36,0.26,0.5334897901651618
0.06,0.98,0.36824655509996124
0.12,0.9400000000000001,0.48711545643320475
0.4,0.9,0.06229845867336298
0.9400000000000001,0.76,0.3839235314054183
0.8200000000000001,0.22,0.611449925398102
0.22,0.16,0.8648717763943552
0.48,0.9400000000000001,0.8745032082054637
0.72,0.46,0.7928355295082762
0.1,0.78,1.0148472334842689
0.5,0.6,0.8259898117430726
0.92,0.22,0.4961144568503988
0.54,0.86,0.3833080437549525
0.16,0.9,0.8115776175459741
0.92,0.1,0.908130253738407
0.22,0.68,1.3010434359358376
0.48,0.16,1.2654428314495914
0.02,0.1,0.8787602292325001
0.18,0.68,0.9826844461526789
0.74,0.98,-0.16299347064098801
0.86,0.06,0.5810316011341659
0.92,0.4,0.4644274600849687
0.02,0.3,0.9739617809071969
0.16,0.7000000000000001,1.302760077218133
0.9,0.24,1.0458698783901472
0.62,0.86,0.4777794697956629
0.44,0.1,0.9934483745325725
0.2,0.96,0.09268731706178757
0.44,0.0,0.9974228999203336
0.38,0.1,1.0567007986623453
0.0,0.74,0.402356243550291
0.7000000000000001,0.86,0.26375703849581383
0.9400000000000001,0.76,0.13990904644224625
0.42,0.38,0.7776272599018027
0.28,0.72,0.4686613225528762
0.64,0.92,0.29521772516719585
0.38,0.58,0.2634638017646571
0.64,0.98,0.4055480323194238
0.14,0.06,0.9938065140644137
0.12,0.76,0.6774999881796212
0.4,0.58,0.8828435636661491
1.0,0.68,0.20029319924276845
0.78,0.58,0.6937522891453975
0.68,0.74,0.40326686506378956
0.34,0.32,0.8386781304775595
0.72,0.6,1.0829673187443647
0.9400000000000001,0.54,0.8663460154040301
0.44,0.24,0.915318798508537
0.28,0.44,1.076068721741959
0.04,0.8200000000000001,0.897735183172863
0.76,0.74,0.6844634122161177
0.44,0.96,0.33956913848835657
0.96,0.9400000000000001,-0.0976513966628441
0.44,0.52,0.7002786300698655
0.32,0.68,0.8432053025008289
0.56,0.24,1.2963568071053992
0.86,0.4,0.8488179590856773
0.08,0.02,1.1362136984244013
0.72,0.36,1.2419085858283616
0.54,0.24,1.094673234091932
0.44,0.6,0.3337247262670024
0.8200000000000001,0.3,0.6938509831456295
0.0,0.02,0.4933630118529132
0.44,0.78,0.46723235769604565
0.04,0.74,1.0813071510779126
0.92,0.04,0.9907030373999907
0.88,0.04,0.6396145142885447
0.32,0.04,0.9075509229822594
0.9,0.6,0.43587243656444485
0.9,0.04,0.4462242983229567
0.12,0.34,0.719839372070881
0.76,0.62,1.0973085270450689
0.02,0.7000000000000001,1.0174618801332376
0.22,0.5,0.9487545471113178
0.78,0.02,1.2366050501343866
0.92,0.44,0.9053924503338268
1.0,0.86,-0.04587374100090663
0.04,0.38,0.684338393297481
0.04,0.9400000000000001,0.8238469044150865
0.06,0.44,1.001275521580722
0.72,0.96,0.042158439509517975
0.9,0.86,0.20254422857113472
0.38,0.28,0.7558875054604438
0.7000000000000001,0.54,0.4852113096371211
0.48,0.1,1.1139801999680115
0.28,0.88,0.3727509454492137
0.22,0.9400000000000001,0.5595855467142603
0.32,0.48,1.2415546221912517
0.64,0.56,0.40355868212570195
0.86,0.5,0.22194670092534446
0.72,0.98,-0.2628100747634674
0.18,0.14,1.477170971007805
0.08,0.12,0.7062948400964342
0.32,0.98,0.571586856402283
0.52,1.0,0.8635450176834123
0.02,0.48,0.7021666735414387
0.6,0.92,0.7401410689645063
0.9400000000000001,0.88,0.03014182321707143
0.16,0.1,0.7644652253093949
0.96,0.6,0.2600517726333248
0.54,0.9400000000000001,0.390917632014315
