X,Y,f_L_train
0.06,0.48,0.6491903563624118
0.06,0.98,0.18160512380309074
0.2,0.08,0.9239283046442153
0.18,0.04,0.8646171557148216
0.72,0.98,0.06920935435596101
1.0,0.44,0.37048846940462643
0.76,0.22,0.745412395948136
0.9400000000000001,0.06,0.5310722744937861
0.54,0.46,0.7048871818981953
0.44,0.4,0.8190683639553271
0.22,0.76,0.39081895149340934
0.78,0.52,0.4603151126075906
0.88,0.38,0.5337233305957388
0.12,0.0,0.7866654413718482
0.9,0.6,0.2926988627450093
0.28,0.12,0.985588177039851
0.26,0.52,0.6837536116885561
0.42,0.36,0.8848344610858001
0.48,0.9,0.19112288621967102
0.32,0.9,0.2587566398871571
0.38,0.5,0.7083880914979611
0.26,0.98,0.19147105661105546
0.32,0.1,0.985611955835015
0.26,0.24,0.9599491150432903
0.8,0.08,0.6797568991550109
0.26,0.26,0.9592944618140963
0.48,0.7000000000000001,0.3916856619157887
0.74,1.0,0.04778609611739126
0.74,0.1,0.7701823758330668
0.54,1.0,0.11263410738782939
0.4,0.5,0.7066446578594112
0.72,0.32,0.7376556342859826
0.52,0.12,0.9552128318086528
0.12,0.06,0.8445560416145322
0.4,0.78,0.317497858812813
0.02,0.8,0.306530584728713
0.14,0.66,0.49217692625105514
0.38,0.44,0.7855818896236223
0.06,0.92,0.24812134794425586
0.4,0.98,0.1703549399067391
0.8,0.24,0.6833051969455606
0.6,0.32,0.8214184817536776
0.72,0.48,0.5469455669986829
0.5,0.56,0.5740012116458328
0.06,0.02,0.7327775276830893
0.08,0.56,0.555897434637123
0.04,0.3,0.7550237487548754
0.8200000000000001,0.8200000000000001,0.14891771687575273
0.4,0.68,0.45577596728586456
0.16,0.6,0.533185402556997
0.72,0.02,0.7398280118053755
0.12,0.26,0.8486006381595982
0.92,0.08,0.581956162604732
0.84,0.62,0.28808197228766
0.52,0.98,0.11731306537276337
0.7000000000000001,0.54,0.47114550986121717
0.66,0.14,0.8319622502233956
0.92,0.24,0.5765287704344413
0.58,0.56,0.5240645645483976
0.08,0.74,0.3669109930175336
0.2,0.0,0.8469589359744294
0.38,0.9,0.22808510290209846
0.18,0.86,0.2779315300316903
0.9,0.76,0.12290944972896017
0.9400000000000001,0.5,0.34718286339687776
1.0,0.0,0.43976685591928333
0.62,0.68,0.34889656736777386
0.28,0.72,0.4184132638207679
0.44,0.26,0.9573096842166963
0.36,0.12,0.9745248865252182
0.14,0.34,0.8313393855804198
0.16,0.8200000000000001,0.3196297367134486
0.42,0.8,0.29624643517029636
0.16,0.44,0.7384746742066228
0.36,0.72,0.41224086531339027
0.14,0.0,0.8300409427509423
0.8,0.0,0.6679606509491592
0.3,0.9,0.24597121114026413
0.28,0.58,0.6018213249615174
1.0,0.32,0.4435331991341351
0.18,0.9,0.2600284961857962
0.22,0.34,0.899527135702363
0.78,0.64,0.3169547544516743
0.68,0.3,0.7656577649032378
0.9,0.48,0.413255655935081
0.96,0.02,0.49842843847644797
1.0,0.18,0.49391508446234217
0.06,0.22,0.7850632882758607
0.9,0.34,0.5340304777368247
0.64,0.04,0.8118776322603618
0.62,0.58,0.5050295930592598
0.56,0.18,0.9292287430747403
0.86,0.62,0.2825618109676362
0.58,0.9400000000000001,0.13658009368129856
0.08,0.98,0.21824744957344855
0.98,0.52,0.32336605150657644
0.02,0.3,0.7396056451111263
0.08,0.46,0.6489278583056396
0.3,0.88,0.27390382002093877
0.98,0.1,0.499228172024743
0.7000000000000001,0.42,0.6324125605991141
0.02,0.64,0.4434206746584308
0.72,0.42,0.6163977368012935
0.8200000000000001,0.48,0.4577582323617132
0.66,0.8200000000000001,0.20692656588710243
0.04,0.42,0.6598056576846248
0.42,0.48,0.7290998590654317
0.16,0.46,0.7429520625605373
0.7000000000000001,0.1,0.768335252371861
1.0,0.5,0.3110400249614773
0.98,0.8200000000000001,0.07710179195811111
0.18,0.26,0.8953483691066235
0.08,0.86,0.28699757157425704
