X,Y,f_L_train
0.32,0.48,0.9870567681397344
0.96,0.8,0.13996993368002228
0.62,0.96,0.14335016790341173
0.86,0.48,0.6723912233163778
0.18,0.96,0.25292857011412595
0.74,0.24,0.7993864442924897
0.34,1.0,0.5015911862475206
0.86,0.54,0.3413866057110108
0.3,0.7000000000000001,-0.10088619205263127
0.42,0.02,0.9918387629064507
0.24,0.52,0.46948064609516427
0.34,0.26,1.0258397149080296
0.56,0.54,0.5706772923747503
0.12,0.3,0.28046097483650034
0.7000000000000001,0.62,0.13816499949497552
0.46,0.62,0.3123366390004937
0.16,0.4,0.35633475648744006
0.9400000000000001,0.68,0.10619579801609666
0.66,0.6,0.28219483248498656
0.78,0.7000000000000001,-0.03655703199109972
0.1,0.08,0.6122761830828836
0.18,0.3,0.8538534290130162
0.28,0.74,0.3179747627896704
0.06,0.68,0.2632556842001815
0.74,0.92,-0.12340690556580804
0.42,0.38,1.007296925904047
0.02,0.74,0.6244014687993735
0.64,0.14,0.964764917957337
0.5,0.8200000000000001,0.6333494226538339
0.72,0.24,0.5692461007845906
0.28,0.74,0.3179747627896704
0.32,0.1,1.1364405076149833
0.72,0.04,0.6186389649030599
0.16,0.38,0.9054288329822562
0.34,0.66,0.5460179688984165
0.28,0.22,0.9396179616095947
0.9400000000000001,0.72,0.04499996204992068
0.32,0.04,1.0134939396035572
0.8200000000000001,0.9400000000000001,0.4198413106786736
0.74,0.18,1.0993131083912222
0.02,0.28,0.92911595235437
0.04,0.5,0.46738768054612123
0.96,0.62,0.14322824371393325
0.32,0.9400000000000001,0.2861678143505042
0.84,0.1,0.8267874308098617
0.78,0.72,0.34084764091369457
0.04,0.14,0.3575388804517053
0.66,0.18,0.7654457502765002
0.74,0.44,0.07291119852794425
0.2,0.26,1.0132528218380779
0.24,0.7000000000000001,0.8109376265229229
0.44,0.84,-0.05787548169167733
0.66,0.74,0.09152036722984615
0.88,0.54,0.45128948580441264
0.34,0.12,0.9859319461308444
0.32,0.66,0.800899583501643
0.46,1.0,-0.0054400021570648605
0.92,0.04,0.2680988044587127
0.66,0.26,0.9725054975302561
0.3,0.1,1.0390482822859306
0.76,0.62,0.27491481453280575
0.48,0.32,0.7285852786376193
0.48,0.46,0.6811809194791456
0.56,0.34,0.840714698343913
0.58,0.66,0.12480066283335092
0.3,0.12,1.271740096334282
0.98,0.32,0.14387841913883676
0.58,0.0,0.9960469781984393
0.72,0.22,1.0336348425646618
0.86,0.88,0.04854848171756613
0.4,0.74,0.4026575379816908
0.06,0.1,0.5522492087275039
0.08,0.5,0.49095539285400314
0.34,0.56,0.4793500297634498
0.98,0.44,0.27152930199036535
0.48,0.0,1.2471113232196913
0.02,0.22,0.651294679794022
0.06,0.56,0.39230224978996364
0.88,0.5,0.2957866810069821
0.48,0.4,0.9658842220656871
0.76,0.38,0.33580952736073966
0.2,0.36,0.8927650772604224
0.2,0.72,0.41969953956030015
0.1,0.6,0.591506354330619
0.8200000000000001,0.14,0.6519657365847116
0.02,0.2,0.8956494203282802
0.28,0.68,0.44366199568209086
0.36,0.6,0.8424954981073896
0.42,0.18,0.747286588021167
0.48,0.3,0.934035619219031
0.44,0.48,0.7055190154568499
0.24,0.8200000000000001,-0.10424818913136469
0.0,0.16,0.7255687754933582
0.42,0.66,0.5212953572786092
0.0,0.16,0.7255687754933582
0.5,0.76,0.2234059659830202
0.48,0.36,1.2945702653362052
0.46,0.56,0.35775264565621956
0.86,0.66,0.052597774761716065
0.96,0.38,0.5344411737168893
0.6,0.5,0.45890714000921096
0.38,0.8,0.366059658284139
0.44,0.1,0.9674193165340716
0.68,0.02,0.8026622566611751
0.2,0.74,0.12669073764836464
0.8,0.38,0.8417994377597298
0.38,0.08,1.2223086519245532
0.0,0.12,1.0102618364821656
0.78,0.72,0.34084764091369457
0.62,0.6,0.36140733900938454
0.8200000000000001,0.6,0.22159493209496942
0.42,0.84,0.17813127423856673
0.42,0.56,0.40501725638494124
0.02,0.96,0.2873433271709408
0.9,0.0,0.6297246165866766
0.08,0.44,0.961172832288079
0.54,0.1,0.8785274677167865
0.6,0.72,0.4463546167382052
0.24,0.68,0.41679631989224547
0.92,0.04,0.2680988044587127
0.96,0.64,-0.011432094301757123
0.9400000000000001,0.22,0.8223840194392308
0.22,0.92,0.34932949322466583
0.7000000000000001,0.8200000000000001,0.26077442774265835
0.22,0.58,0.6970655923592534
0.72,0.84,0.34384648315766375
0.68,0.66,0.2107654437684211
0.12,0.72,0.6039046412161294
0.86,0.96,-0.42077599412558986
0.42,0.36,0.9861713657448258
0.26,1.0,0.26895273457307184
0.76,0.56,0.4938467948744698
0.56,0.48,0.6593043866766451
0.92,0.52,0.30431131834525504
0.68,0.7000000000000001,0.7212377538672039
0.14,0.16,1.021552097029693
0.4,0.9,-0.1342880152980227
0.74,0.02,0.3821421709930689
0.08,0.36,1.066967531430077
0.96,0.16,0.4651911672813637
0.36,0.7000000000000001,0.517024338860125
0.8200000000000001,0.42,0.7000726248967281
0.56,0.64,0.08618954483074032
0.26,0.72,0.1322988446231217
0.46,0.16,1.0650433670184503
0.64,0.64,0.3291189513710471
0.44,0.96,-0.10161241731813433
0.0,0.86,0.40368833161513107
0.12,0.26,0.7883323665811812
0.76,0.08,1.0046458362577944
0.58,0.14,0.8906055764384176
0.2,0.24,1.2462839412864624
0.56,0.96,0.16595521678148512
0.74,0.84,-0.16774902364117333
0.36,0.92,0.14220556248002278
0.56,0.62,0.47317110955037534
0.02,0.6,0.5139850739821538
0.38,0.9,0.2236932662186621
0.78,0.08,0.607027102912938
0.4,0.24,1.013742432757629
0.66,0.38,0.4248203299591674
0.54,0.48,0.6528921363185576
0.48,0.3,0.934035619219031
0.34,0.64,0.5202452143908829
0.06,0.36,0.8025285231790702
0.26,0.12,0.7127328183025261
0.36,0.8,0.14558581057480655
0.88,0.86,-0.1540821168767009
0.02,0.96,0.2873433271709408
0.36,0.68,0.4997660800686212
0.98,0.92,-0.14388739688810234
0.2,1.0,0.3119000266572274
0.56,0.36,0.6213834004705904
0.98,0.26,0.32033296678297385
0.36,0.18,0.5823106810468993
0.98,0.0,0.7689806007283386
0.02,0.32,0.6171801877721017
0.34,0.44,0.5130294103634155
0.22,0.74,0.4175535521571393
0.32,0.26,0.9857963590332408
0.92,0.96,0.001128168737973001
0.6,0.8200000000000001,0.3346463136402066
0.68,0.9,-0.09559439429709105
0.38,0.7000000000000001,0.3606425039947443
0.54,0.14,0.9969445073600623
0.66,0.54,0.7415116635495591
0.72,0.28,0.8616948688659417
0.3,0.64,0.21894035417444313
0.2,0.64,0.5725442958742655
0.62,0.06,0.9328688165210504
0.8,0.96,0.33817322275685013
0.6,0.62,-0.006421800932108146
0.78,0.2,0.7130907088873851
1.0,0.6,0.2770411312911929
0.66,0.62,0.6355513410968195
0.98,0.54,0.16066093495775452
0.6,0.58,0.4268655822471566
0.24,0.96,0.22097242871435502
0.5,0.44,0.8400378713463704
0.66,0.38,0.4248203299591674
0.44,0.8200000000000001,0.39752402385293695
0.44,0.24,1.4675762435124273
0.26,0.18,1.089954795192657
1.0,0.04,0.6404247991939389
0.98,0.02,0.6957435369247456
0.86,0.78,0.0752195185356041
0.9,0.22,0.3568437188481919
0.96,0.64,-0.011432094301757123
0.28,0.14,0.9172814561208109
0.2,0.52,0.7834060226493855
0.44,0.88,0.10016751054943991
0.36,0.74,0.23753707668045215
0.8200000000000001,0.08,0.8014915122700055
0.2,0.84,0.22574848414950444
0.92,0.54,0.1345828825258082
0.96,0.52,0.4146847495108942
0.3,0.66,0.4957625914311332
0.24,0.98,0.006879586259679604
0.76,0.42,0.9004442643705477
0.06,0.3,1.1601859296328674
0.54,0.68,0.3018097656160729
0.96,0.24,0.709440487389584
0.66,0.36,0.7812769600552423
0.92,0.2,0.7769617915922756
0.04,0.32,0.6133260977840311
0.0,0.56,0.7934012752702528
0.06,0.44,0.9270889579242626
0.18,0.66,0.6402418674193426
0.72,0.04,0.6186389649030599
0.08,0.24,0.9324244994997802
0.64,0.58,0.24835980194286675
0.72,0.38,0.5138289302681662
0.72,0.18,1.0015916905789306
0.56,0.2,1.0030239149017512
0.66,0.32,0.5088588971316819
0.36,0.96,0.09930063178649139
0.3,0.52,0.7806127656881479
0.38,0.22,0.9703174229918564
0.74,0.54,0.4557360611778588
0.7000000000000001,0.26,0.9788284678664971
0.74,0.6,0.22107075998003756
0.38,0.78,0.5645201190916991
0.68,0.72,0.14112614224584064
0.38,0.4,0.9248370565217804
0.86,0.2,0.4461802222127786
0.34,0.4,0.9958466880312342
0.06,0.68,0.2632556842001815
0.2,0.78,0.16898568603621889
0.56,0.56,0.8474245877405829
0.4,1.0,0.20723504442677043
0.5,0.44,0.8400378713463704
0.8200000000000001,0.0,0.3248959034500414
0.8,0.86,-0.18728997097412187
0.76,0.06,0.759861965912129
0.64,0.08,1.0918047465214809
0.2,0.08,0.8972505201403923
0.44,0.02,0.9470530133196593
0.18,0.36,0.6753316302842789
0.26,0.72,0.1322988446231217
0.9,0.76,0.3362955892892377
