X,Y,f_L_train
0.02,0.84,0.4345218903606514
0.08,0.6,0.2957732949369669
0.18,0.1,0.07203949699806036
0.96,0.52,0.4793016801800719
0.08,0.9400000000000001,0.6109491196397572
0.54,0.48,0.1875191206087557
0.32,0.86,0.5041963478581332
0.0,0.84,0.5311297751453731
0.06,1.0,0.5758547761433971
0.84,0.28,0.3232881121405978
0.42,0.24,0.0757127685032685
0.44,0.08,0.08836737738759767
0.7000000000000001,0.12,0.09695205994982956
0.0,0.8,0.4802423902344179
0.88,0.64,0.5806343975794337
1.0,0.32,0.3881596503013073
0.1,0.48,0.22340049246222318
0.34,0.2,-0.018664898597619814
0.3,0.44,0.18333228535085
0.02,0.34,0.2017958380551083
0.76,0.24,0.24651188709655975
0.18,0.46,0.13879285845210942
0.64,0.04,0.1473733848398934
0.52,0.1,0.05221895822013626
0.4,0.28,5.590149488442914e-05
0.8200000000000001,0.12,0.2545738186799761
0.3,0.52,0.15717418723897977
0.06,0.9,0.5466395093537689
0.6,0.4,0.13904881579803763
0.1,0.98,0.5734939838810438
0.26,0.28,0.12533610638413317
0.42,0.56,0.26787221326426836
0.08,0.78,0.4535024625911554
0.84,0.7000000000000001,0.47901535188474886
0.96,0.68,0.6624662092475222
0.78,0.32,0.26150814695196944
0.92,0.78,0.8251389782745665
0.72,0.88,0.7270136970493801
0.0,0.08,0.2993274924701248
0.34,0.6,0.29112280559546677
0.74,0.64,0.46732256814381457
0.14,0.46,0.11823743533587427
1.0,0.2,0.3432000470484749
0.2,0.18,0.12695853531380782
1.0,0.28,0.36345222937361304
0.9,0.5,0.4927888688454991
0.84,0.4,0.3426364578792858
0.26,0.52,0.1488861903304373
0.28,0.52,0.10421629105375463
0.98,0.64,0.5950785928232412
0.6,0.6,0.35117695786335995
0.36,0.88,0.545527888658899
0.96,0.9400000000000001,0.920433407912696
0.34,0.26,0.08266466784167731
0.32,0.26,0.0907875644264271
0.1,0.34,0.15974657322500121
0.18,0.52,0.2269019065953607
0.66,0.6,0.4115515443218586
0.86,0.58,0.5479838953475701
0.04,0.22,0.26196509739797624
0.98,0.62,0.6162995374415264
0.4,0.12,0.08409885755270405
0.3,0.44,0.1489814608396328
0.9400000000000001,1.0,0.9871463548560884
0.28,0.9,0.5827229989968978
0.86,0.96,1.0611301347013782
0.18,0.04,0.21496842649418108
0.7000000000000001,0.26,0.1310133819170615
0.6,0.74,0.4986048286240048
0.8200000000000001,0.52,0.39524630278662654
0.62,0.06,0.04438701268384211
0.62,0.64,0.37472863047822147
0.76,0.44,0.222871747595762
0.38,0.04,0.08635028911910594
0.8,0.54,0.4230389182549187
0.96,0.54,0.6107853843235079
0.42,0.54,0.18834426815396627
0.98,0.68,0.7472476844665199
0.56,0.28,0.11720772310401015
0.86,0.34,0.30992136421124705
0.26,0.58,0.281065284076255
0.38,0.98,0.6556014023540822
0.68,0.22,0.08747685713413561
0.36,0.12,0.06633541810201397
0.2,0.9,0.5892924748027696
0.06,0.3,0.15930617051135368
0.0,0.96,0.6993525138877721
0.14,0.74,0.34083353922674026
0.22,0.1,0.1690509869273737
0.98,0.46,0.5343970290119716
0.56,0.04,0.14844035078118467
0.8,0.74,0.6120194976895228
0.58,1.0,0.7421161573805235
0.36,0.72,0.3579847124597246
0.84,0.52,0.4611015570000637
0.84,0.18,0.22428673124719758
0.66,0.86,0.650047233553266
0.68,0.24,0.09053904066155116
0.74,0.46,0.2834033732988625
0.8,0.18,0.2086469489325774
0.34,0.18,0.05156062806692868
0.5,0.18,0.0003652729665403684
0.92,0.44,0.46467730882353636
0.08,0.32,0.1008183445520398
0.98,0.98,0.9682344174597122
0.18,0.22,0.09153233854953342
0.9400000000000001,0.8200000000000001,0.8032255562139938
0.92,0.1,0.30133405900559695
0.84,0.8200000000000001,0.6599848310130103
0.86,0.72,0.645518691437759
0.42,0.36,0.06546199749175452
0.96,0.84,0.8157748561000926
0.36,0.42,0.05772774870604538
0.84,0.48,0.4389101739496504
0.5,0.92,0.7358129868885455
0.14,0.22,0.0930889221945605
0.36,0.62,0.27978806908699233
0.34,0.68,0.27741805977156325
0.42,0.18,0.046875427473811085
0.12,0.38,0.1931188916996065
0.08,0.66,0.3358419372571737
0.72,0.64,0.43457537477816566
0.88,0.32,0.34115609421041504
0.42,0.24,0.07042908248045474
0.1,1.0,0.6801447869286065
0.68,0.08,0.07431939505107316
0.62,0.28,0.11595105673549887
0.58,0.1,0.10738664492219138
0.62,0.74,0.5209774447906307
0.7000000000000001,0.8200000000000001,0.6605333195855169
0.22,0.84,0.48612621351919905
0.12,0.88,0.5849166980429105
0.72,0.5,0.2869143744045555
0.24,0.76,0.31087575572234205
0.2,0.96,0.6116557261196873
0.46,0.0,0.13656403344144052
0.84,0.28,0.20254559973990655
0.5,0.12,0.12790504243124606
0.06,1.0,0.6599523797647754
0.24,0.86,0.5330810036592891
0.56,0.84,0.5393406970410966
0.6,0.46,0.3046137957627277
0.9,0.52,0.4761832495853814
0.38,0.26,0.06165603787173607
0.84,0.22,0.21126270872529657
0.8200000000000001,0.72,0.6851157238753733
0.18,0.7000000000000001,0.3632118812582183
0.32,0.92,0.5590393422840504
0.62,0.04,0.11415612042303366
0.74,0.58,0.4089736717892071
0.56,0.38,0.14414830502080764
0.78,0.42,0.3253996229191406
0.64,0.38,0.2370617395574406
0.0,0.04,0.39133171553947976
0.06,0.76,0.3531400372740938
0.86,0.08,0.21054083106284643
0.26,0.34,0.10967610208691622
0.98,0.74,0.8770882867969176
0.5,0.28,0.0027794563047814982
0.44,0.78,0.4444333099399756
0.3,0.36,-0.001869905219642004
0.84,0.22,0.24933762504941137
0.78,0.84,0.6828110376166633
0.18,0.58,0.27664385509363654
0.42,0.3,0.030211013534195315
0.96,0.62,0.6437316571824379
0.7000000000000001,0.04,0.22648509429553984
0.96,0.54,0.6072503815204244
0.6,0.84,0.6475642054942082
0.12,0.44,0.2140042433899453
0.8,0.36,0.2402594097807238
0.76,0.3,0.263310871082782
1.0,0.8200000000000001,0.8192296634792198
0.7000000000000001,0.1,0.09105305513350344
0.44,0.48,0.03021317111131573
0.1,0.02,0.2607960728466149
0.88,0.14,0.3104730315706538
0.38,0.26,-0.04670081454945026
0.8,0.36,0.27382226950663263
0.9,0.62,0.5715838237073391
0.64,0.28,0.08085521291993934
0.36,0.06,0.11426155001433905
0.08,0.68,0.2598311155024583
0.18,0.08,0.2042196471796395
0.38,0.36,0.12191358489481434
0.1,0.56,0.17983238969358595
0.5,0.8,0.4815478612830692
0.98,0.84,0.9609777312923292
0.3,0.52,0.1528167925926311
0.16,0.72,0.3186639399303736
0.28,0.18,0.1135973747375092
0.34,0.64,0.32245816813715034
0.56,0.0,0.17320988223037614
0.52,0.04,0.10890960360478721
0.32,0.98,0.6654231885948289
0.78,0.14,0.1571044235672738
0.3,1.0,0.6862963961867918
0.66,0.78,0.5050855398523663
0.64,0.58,0.25451010980257244
0.48,0.48,0.19497648199167963
0.56,0.3,0.1354173884386459
0.9,0.52,0.5086486778055195
0.74,0.34,0.19048617855205277
0.8200000000000001,0.66,0.608364206183309
0.16,0.14,0.11677989879805632
0.5,0.76,0.42805351203593334
0.8,0.42,0.3273720732465194
0.46,0.8200000000000001,0.5147576568206855
0.66,0.28,0.12044203376856964
0.06,0.2,0.032984482148259026
0.74,0.22,0.13207640865710174
0.26,0.78,0.3908364017467246
0.44,0.08,0.2065436795890686
0.76,0.68,0.5291170917278901
0.74,0.16,0.031965482426106834
1.0,0.52,0.6840559853958021
0.7000000000000001,0.74,0.5374658122902957
0.56,0.84,0.578633606249775
0.62,0.12,0.07235372634660177
0.34,0.12,0.024002803320805136
0.9,0.9400000000000001,0.9114827040712651
0.9,0.9400000000000001,0.880221166280115
0.52,0.44,0.0994679172424808
0.34,0.68,0.2684572280052245
0.7000000000000001,0.22,0.19852368836205903
0.86,0.02,0.2445267132328642
0.34,0.42,0.08628006595617088
0.68,0.02,0.1170091485264789
0.86,0.52,0.4458642840381558
0.76,0.16,0.12396063746307237
0.84,0.0,0.24200548943321284
0.04,0.96,0.6960428946845278
0.32,0.4,0.1073672918251016
0.58,0.24,0.01843872775928484
0.5,0.72,0.458460302335126
0.66,0.92,0.7898207417229898
0.3,0.44,0.11341435242454216
0.68,0.72,0.508241258965233
0.06,0.26,0.12288242185787909
0.58,0.74,0.5542018188439407
0.26,0.28,0.0029835771847336323
0.44,0.66,0.3241934745767852
0.32,0.84,0.5903250839994323
0.56,0.54,0.2666282300612936
0.26,0.74,0.3752428899846803
0.38,0.22,0.055390213775447845
0.48,0.34,0.07318824320903985
0.66,0.12,0.12111010933031546
0.14,0.48,0.14485079482772634
0.36,0.8200000000000001,0.48211531927264606
0.86,0.58,0.5257932007049257
0.28,0.4,0.09664717417507841
0.9,0.38,0.38094671721902607
0.54,0.44,0.19714028816687357
0.92,0.5,0.4524341217169122
0.08,0.3,0.09325514666475804
0.04,0.8,0.42847749705873384
0.12,0.44,0.18350966077304773
0.66,0.6,0.44385391565977106
0.26,0.4,0.09892170549938117
