X,Y,f_H_train
0.8,0.16,0.7346163275544366
0.8,0.78,-0.057978585884200295
0.92,0.86,0.012036357649816084
0.56,0.78,0.13903309947823791
0.5,0.96,-0.17574448181639907
0.7000000000000001,0.38,0.2946469540489207
0.06,0.84,0.17833573346304205
0.92,0.52,0.08052884161789649
0.64,0.22,0.3677288097941649
0.28,0.2,0.7951110307038672
1.0,0.54,-0.1795176169436721
0.76,0.9,-0.03477254554654237
0.2,0.44,0.3496010138561993
0.18,0.18,0.8423205424566861
0.04,0.22,0.7718660840879088
0.26,0.22,0.8672531312983632
0.78,0.9400000000000001,0.05521177459974974
0.1,0.2,0.6929554401044291
0.44,0.64,-0.11356691900555699
0.68,1.0,0.09188355074394969
0.9,0.16,0.7079917351794253
0.64,0.24,0.3777348224684192
0.1,0.7000000000000001,0.0941661907645919
0.2,0.96,0.15312109849419892
0.68,0.34,0.26661186205443554
0.98,0.72,-0.004249298087116219
0.7000000000000001,0.04,0.3998634889289976
0.32,0.48,0.15364504415893537
0.58,0.88,0.09207529968243118
0.3,0.84,0.08097320464387628
0.52,0.22,0.574929406334729
0.64,1.0,-0.05642972999084896
0.74,0.06,0.37511012911052133
0.58,0.32,0.4151236075052472
0.7000000000000001,0.6,0.1926644067753683
0.58,0.8,0.27619007639227455
0.0,0.8,0.2705502911048535
1.0,0.08,0.39907469086317915
0.22,0.0,0.8438329213451171
0.58,0.58,0.05636536796241054
0.24,0.04,0.8549488640012313
0.7000000000000001,1.0,0.03950796972769066
0.78,0.66,0.07487215297880338
1.0,0.6,0.08865659343965633
0.22,0.0,0.9252992513963593
0.08,0.34,0.7177377334904733
0.28,0.56,0.176008063275156
0.76,0.14,0.473083456815821
